age,annual_income,net_worth,savings_rate,debt_ratio,employment_years,investment_experience_years,time_horizon_years,emergency_fund_months,employment_status,primary_goal,liquidity_need,resources_used,q1,q2,q3,q4,q5,risk_tolerance,risk_capacity,combined_score,investor_type,stocks_target,bonds_target,cash_target,alts_target,curr_stock,curr_bonds,curr_cash,curr_alts
43,49134,5657724,0.198,0.138,26,8,17,6,self-employed,education,medium,books,4,4,3,5,3,0.76,0.502,0.628,moderate,0.625,0.25,0.083,0.042,0.632,0.199,0.049,0.12
35,49171,5659193,0.098,0.395,13,6,4,3,retired,home_purchase,low,advisor,3,3,2,3,4,0.59,0.314,0.482,moderate,0.541,0.306,0.102,0.051,0.548,0.346,0.106,0.0
24,49196,5674481,0.211,0.206,7,1,17,6,employee,wealth_generation,medium,friends,4,3,3,2,4,0.65,0.478,0.537,moderate,0.625,0.25,0.083,0.042,0.62,0.224,0.138,0.019
51,49222,5685193,0.018,0.2,27,10,13,4,retired,wealth_generation,low,books,2,2,1,2,2,0.36,0.439,0.363,moderate,0.612,0.259,0.086,0.043,0.615,0.286,0.04,0.059
49,49240,5690164,0.198,0.016,27,11,8,5,student,income,high,books,2,2,2,4,2,0.46,0.514,0.508,moderate,0.575,0.283,0.094,0.047,0.542,0.305,0.102,0.051
42,49298,5696602,0.06,0.59,24,1,9,4,employee,retirement,low,advisor,1,2,2,3,3,0.41,0.236,0.384,moderate,0.583,0.278,0.093,0.046,0.576,0.298,0.051,0.075
43,49301,5709267,0.201,0.3,22,5,6,5,employee,retirement,low,friends,2,3,4,4,4,0.65,0.396,0.542,moderate,0.559,0.294,0.098,0.049,0.594,0.315,0.071,0.02
50,49304,5719771,0.158,0.231,30,7,7,1,employee,wealth_generation,medium,online,3,3,4,3,2,0.61,0.437,0.526,moderate,0.567,0.288,0.096,0.048,0.578,0.276,0.111,0.035
43,49306,5729455,0.141,0.088,19,8,15,7,employee,retirement,medium,online,3,2,3,4,3,0.58,0.544,0.52,moderate,0.625,0.25,0.083,0.042,0.664,0.256,0.052,0.028
49,49329,5732030,0.192,0.335,31,8,9,2,retired,retirement,low,none,2,4,4,2,4,0.64,0.357,0.546,moderate,0.583,0.278,0.093,0.046,0.552,0.271,0.096,0.082
39,49336,5734418,0.029,0.179,22,9,15,0,employee,retirement,medium,online,4,2,4,2,3,0.61,0.49,0.549,moderate,0.625,0.25,0.083,0.042,0.607,0.239,0.113,0.041
52,49344,5739196,0.095,0.593,35,17,12,3,employee,retirement,high,none,2,2,4,3,2,0.51,0.239,0.365,moderate,0.605,0.263,0.088,0.044,0.61,0.24,0.063,0.087
44,49379,5741446,0.176,0.501,25,5,5,4,employee,retirement,low,books,2,2,3,5,3,0.56,0.281,0.457,moderate,0.55,0.3,0.1,0.05,0.558,0.311,0.102,0.029
43,49379,5741590,0.234,0.35,27,7,11,4,self-employed,retirement,low,advisor,3,5,2,4,3,0.69,0.366,0.521,moderate,0.598,0.268,0.089,0.045,0.557,0.235,0.136,0.072
31,49409,5741696,0.13,0.538,7,9,16,2,employee,retirement,low,friends,3,3,3,3,3,0.6,0.277,0.475,moderate,0.625,0.25,0.083,0.042,0.648,0.248,0.1,0.003
44,49454,5743782,0.104,0.093,26,8,8,4,employee,wealth_generation,low,books,3,3,1,4,4,0.58,0.519,0.544,moderate,0.575,0.283,0.094,0.047,0.531,0.317,0.104,0.048
35,49492,5744170,0.157,0.177,15,5,14,5,retired,wealth_generation,low,books,3,4,2,5,3,0.67,0.455,0.59,moderate,0.619,0.254,0.085,0.042,0.57,0.291,0.056,0.082
36,49517,5749502,0.177,0.167,19,8,6,4,retired,education,low,advisor,1,4,4,5,5,0.71,0.438,0.558,moderate,0.559,0.294,0.098,0.049,0.585,0.244,0.122,0.049
35,49544,5750474,0.137,0.071,12,9,5,3,employee,home_purchase,medium,none,4,3,4,2,3,0.66,0.523,0.611,moderate,0.55,0.3,0.1,0.05,0.585,0.33,0.024,0.061
33,49544,5756317,0.244,0.54,15,8,9,4,employee,retirement,low,books,5,1,3,3,4,0.63,0.265,0.431,moderate,0.583,0.278,0.093,0.046,0.523,0.298,0.145,0.034
58,49592,5758222,0.158,0.062,38,3,9,5,self-employed,retirement,low,none,3,4,3,4,3,0.68,0.522,0.625,moderate,0.583,0.278,0.093,0.046,0.567,0.294,0.088,0.05
52,49594,5780776,0.029,0.414,30,7,17,6,retired,home_purchase,low,online,3,3,4,4,4,0.7,0.33,0.549,moderate,0.625,0.25,0.083,0.042,0.644,0.221,0.122,0.013
57,49639,5784198,0.095,0.365,40,13,11,0,unemployed,retirement,medium,online,4,2,3,3,4,0.63,0.332,0.455,moderate,0.598,0.268,0.089,0.045,0.607,0.308,0.049,0.037
32,49650,5786196,0.143,0.214,14,13,3,1,employee,wealth_generation,medium,books,3,3,2,4,4,0.62,0.437,0.546,moderate,0.531,0.312,0.104,0.052,0.605,0.285,0.096,0.014
42,49680,5791615,0.194,0.024,19,10,14,0,self-employed,retirement,low,online,4,3,4,3,4,0.72,0.56,0.677,aggressive,0.788,0.127,0.042,0.042,0.72,0.163,0.069,0.047
31,49698,5792501,0.094,0.008,8,9,11,3,employee,wealth_generation,high,advisor,4,2,3,3,2,0.57,0.578,0.56,moderate,0.598,0.268,0.089,0.045,0.593,0.291,0.109,0.007
36,49700,5793120,0.31,0.145,18,2,8,3,employee,income,medium,online,4,1,4,4,1,0.56,0.49,0.493,moderate,0.575,0.283,0.094,0.047,0.59,0.257,0.111,0.042
34,49700,5797233,0.117,0.257,12,6,18,3,retired,wealth_generation,low,online,3,3,4,2,4,0.64,0.421,0.54,moderate,0.625,0.25,0.083,0.042,0.605,0.27,0.088,0.037
51,49712,5798299,0.159,0.244,34,2,5,4,student,wealth_generation,medium,none,4,3,4,3,4,0.72,0.388,0.519,moderate,0.55,0.3,0.1,0.05,0.596,0.257,0.103,0.044
38,49718,5798364,0.017,0.29,14,11,21,3,unemployed,wealth_generation,high,books,5,4,4,3,5,0.85,0.395,0.678,aggressive,0.792,0.125,0.042,0.042,0.805,0.112,0.083,0.0
50,49720,5808274,0.247,0.367,27,4,8,2,employee,retirement,low,none,4,3,4,3,4,0.72,0.363,0.6,moderate,0.575,0.283,0.094,0.047,0.632,0.268,0.035,0.064
46,49753,5808755,0.216,0.215,22,10,11,3,employee,income,medium,advisor,3,2,2,3,4,0.54,0.458,0.493,moderate,0.598,0.268,0.089,0.045,0.565,0.284,0.083,0.067
60,49754,5821378,0.088,0.124,36,11,22,0,retired,retirement,low,online,3,2,2,4,3,0.54,0.508,0.52,moderate,0.625,0.25,0.083,0.042,0.642,0.251,0.044,0.062
30,49781,5826287,0.271,0.381,8,13,17,5,employee,income,low,friends,1,3,3,3,2,0.47,0.373,0.465,moderate,0.625,0.25,0.083,0.042,0.688,0.235,0.077,0.0
52,49790,5830589,0.116,0.198,33,10,3,3,employee,wealth_generation,medium,online,4,3,3,3,3,0.65,0.446,0.615,moderate,0.531,0.312,0.104,0.052,0.536,0.272,0.118,0.074
51,49797,5835452,0.192,0.18,31,7,13,4,self-employed,retirement,low,none,3,3,3,3,4,0.63,0.467,0.587,moderate,0.612,0.259,0.086,0.043,0.601,0.25,0.111,0.038
34,49839,5836675,0.225,0.364,12,8,8,2,employee,wealth_generation,low,none,2,3,3,4,4,0.61,0.365,0.481,moderate,0.575,0.283,0.094,0.047,0.571,0.254,0.124,0.051
50,49863,5840415,0.204,0.48,30,4,11,4,employee,wealth_generation,low,online,3,2,3,5,3,0.61,0.303,0.524,moderate,0.598,0.268,0.089,0.045,0.584,0.262,0.123,0.031
44,49880,5844835,0.262,0.46,21,3,16,3,self-employed,wealth_generation,low,online,3,3,2,2,2,0.5,0.313,0.444,moderate,0.625,0.25,0.083,0.042,0.646,0.225,0.071,0.059
40,49931,5845590,0.24,0.112,20,2,11,2,employee,education,low,advisor,3,3,3,4,5,0.69,0.518,0.628,moderate,0.598,0.268,0.089,0.045,0.559,0.286,0.128,0.027
35,49931,5849868,0.355,0.26,15,3,3,4,unemployed,wealth_generation,low,advisor,5,3,4,4,4,0.8,0.367,0.636,moderate,0.531,0.312,0.104,0.052,0.527,0.348,0.116,0.008
36,49943,5857520,0.085,0.085,16,15,12,1,self-employed,retirement,low,advisor,4,2,5,5,4,0.77,0.518,0.701,aggressive,0.781,0.132,0.044,0.044,0.708,0.128,0.096,0.068
58,49976,5857907,0.114,0.518,39,2,2,3,retired,income,low,online,4,3,3,4,3,0.68,0.247,0.451,moderate,0.521,0.319,0.106,0.053,0.553,0.296,0.033,0.118
42,49988,5865859,0.18,0.15,20,10,9,4,unemployed,wealth_generation,medium,online,3,3,3,5,3,0.66,0.439,0.567,moderate,0.583,0.278,0.093,0.046,0.556,0.236,0.119,0.089
48,50008,5869857,0.202,0.142,31,3,11,3,employee,retirement,low,online,3,3,2,4,3,0.59,0.501,0.52,moderate,0.598,0.268,0.089,0.045,0.632,0.28,0.033,0.055
35,50010,5875119,0.16,0.437,16,17,14,4,employee,education,medium,friends,3,3,2,5,3,0.62,0.334,0.518,moderate,0.619,0.254,0.085,0.042,0.608,0.247,0.078,0.068
35,50066,5878846,0.048,0.531,17,5,11,2,retired,wealth_generation,low,friends,5,3,4,4,4,0.8,0.255,0.558,moderate,0.598,0.268,0.089,0.045,0.61,0.249,0.101,0.041
50,50067,5882577,0.232,0.334,27,5,5,1,retired,home_purchase,low,books,3,1,5,2,5,0.61,0.349,0.598,moderate,0.55,0.3,0.1,0.05,0.571,0.306,0.094,0.029
31,50085,5882946,0.292,0.103,9,5,23,1,employee,retirement,medium,friends,3,5,4,4,3,0.77,0.56,0.709,aggressive,0.792,0.125,0.042,0.042,0.819,0.147,0.025,0.009
38,50088,5889588,0.135,0.254,20,11,14,2,retired,retirement,low,online,3,3,3,3,3,0.6,0.413,0.49,moderate,0.619,0.254,0.085,0.042,0.586,0.235,0.109,0.069
42,50099,5891126,0.096,0.39,23,3,8,3,employee,retirement,low,none,2,2,4,2,2,0.48,0.35,0.457,moderate,0.575,0.283,0.094,0.047,0.563,0.29,0.109,0.038
42,50155,5896001,0.018,0.285,23,12,25,3,employee,income,low,none,3,1,3,3,4,0.53,0.451,0.486,moderate,0.625,0.25,0.083,0.042,0.682,0.21,0.064,0.044
40,50183,5898034,0.099,0.109,18,9,20,5,retired,retirement,medium,advisor,3,2,3,4,3,0.58,0.512,0.555,moderate,0.625,0.25,0.083,0.042,0.636,0.251,0.03,0.082
45,50226,5899342,0.194,0.13,22,3,5,5,employee,wealth_generation,medium,online,2,3,4,2,1,0.5,0.49,0.492,moderate,0.55,0.3,0.1,0.05,0.579,0.244,0.132,0.044
47,50257,5902558,0.259,0.419,28,1,14,4,employee,retirement,high,friends,5,3,3,3,3,0.7,0.345,0.503,moderate,0.619,0.254,0.085,0.042,0.62,0.264,0.074,0.042
47,50268,5903223,0.056,0.269,24,11,12,3,employee,home_purchase,medium,advisor,4,1,3,5,4,0.64,0.429,0.538,moderate,0.605,0.263,0.088,0.044,0.604,0.265,0.07,0.061
34,50282,5904329,0.163,0.337,18,3,6,2,employee,retirement,medium,online,4,3,3,3,2,0.62,0.376,0.488,moderate,0.559,0.294,0.098,0.049,0.564,0.296,0.07,0.07
39,50295,5907771,0.193,0.213,15,13,7,3,employee,home_purchase,low,advisor,4,2,3,3,5,0.66,0.449,0.503,moderate,0.567,0.288,0.096,0.048,0.55,0.306,0.101,0.043
51,50301,5912163,0.108,0.271,29,2,12,2,employee,education,low,books,3,4,4,3,2,0.66,0.428,0.551,moderate,0.605,0.263,0.088,0.044,0.644,0.25,0.077,0.029
49,50334,5914854,0.167,0.553,30,8,8,4,employee,wealth_generation,low,online,3,4,2,4,4,0.67,0.257,0.497,moderate,0.575,0.283,0.094,0.047,0.601,0.275,0.096,0.028
31,50370,5915733,0.198,0.197,8,9,19,5,employee,education,low,online,3,4,3,4,4,0.71,0.491,0.578,moderate,0.625,0.25,0.083,0.042,0.606,0.238,0.119,0.037
44,50445,5916842,0.23,0.325,27,9,4,3,employee,education,medium,advisor,1,2,4,4,2,0.49,0.378,0.478,moderate,0.541,0.306,0.102,0.051,0.558,0.276,0.104,0.062
26,50460,5923368,0.144,0.13,3,4,22,1,employee,education,high,books,5,1,4,3,2,0.61,0.541,0.593,moderate,0.625,0.25,0.083,0.042,0.66,0.284,0.056,0.0
42,50485,5927797,0.205,0.103,21,13,19,6,employee,wealth_generation,medium,books,2,2,3,5,4,0.59,0.548,0.576,moderate,0.625,0.25,0.083,0.042,0.634,0.282,0.02,0.064
57,50488,5929206,0.113,0.373,35,10,16,2,employee,home_purchase,medium,advisor,4,3,3,2,3,0.62,0.377,0.538,moderate,0.625,0.25,0.083,0.042,0.707,0.203,0.086,0.005
34,50498,5930418,0.093,0.406,12,7,7,6,employee,wealth_generation,medium,none,2,3,2,2,3,0.48,0.339,0.44,moderate,0.567,0.288,0.096,0.048,0.603,0.28,0.044,0.073
35,50501,5933870,0.086,0.322,18,8,15,5,employee,wealth_generation,medium,none,3,2,2,2,4,0.51,0.405,0.476,moderate,0.625,0.25,0.083,0.042,0.626,0.256,0.052,0.065
48,50519,5934011,0.125,0.123,31,7,10,3,employee,income,low,friends,3,2,2,2,3,0.48,0.509,0.538,moderate,0.591,0.273,0.091,0.045,0.608,0.297,0.077,0.018
29,50534,5935120,0.029,0.161,10,15,14,1,employee,wealth_generation,low,books,3,2,5,4,3,0.66,0.499,0.533,moderate,0.619,0.254,0.085,0.042,0.637,0.282,0.029,0.052
36,50582,5942512,0.109,0.456,15,13,8,6,employee,education,medium,friends,3,2,2,4,5,0.6,0.312,0.501,moderate,0.575,0.283,0.094,0.047,0.595,0.289,0.116,0.0
46,50585,5948973,0.184,0.181,27,3,19,4,employee,wealth_generation,low,online,1,3,4,3,5,0.6,0.501,0.549,moderate,0.625,0.25,0.083,0.042,0.591,0.28,0.079,0.05
36,50615,5960253,0.183,0.392,15,4,2,2,employee,wealth_generation,medium,none,4,3,3,3,3,0.65,0.337,0.567,moderate,0.521,0.319,0.106,0.053,0.503,0.344,0.106,0.047
40,50616,5963725,0.048,0.18,20,18,15,3,employee,retirement,low,online,3,3,3,1,3,0.54,0.49,0.531,moderate,0.625,0.25,0.083,0.042,0.587,0.211,0.116,0.086
47,50618,5963852,0.11,0.486,26,3,18,4,employee,retirement,low,online,2,2,2,4,2,0.46,0.312,0.398,moderate,0.625,0.25,0.083,0.042,0.612,0.268,0.11,0.01
45,50626,5971224,0.167,0.459,21,16,14,2,employee,income,low,online,2,4,2,2,4,0.56,0.321,0.508,moderate,0.619,0.254,0.085,0.042,0.586,0.23,0.117,0.068
44,50627,5977568,0.117,0.048,23,9,6,1,student,wealth_generation,medium,online,3,3,3,3,4,0.63,0.493,0.57,moderate,0.559,0.294,0.098,0.049,0.55,0.268,0.103,0.079
39,50664,5981687,0.137,0.367,18,1,8,2,employee,retirement,low,advisor,3,2,3,3,4,0.58,0.364,0.506,moderate,0.575,0.283,0.094,0.047,0.67,0.281,0.035,0.014
44,50667,5992087,0.197,0.129,21,5,12,1,employee,wealth_generation,low,books,2,3,2,4,4,0.57,0.512,0.528,moderate,0.605,0.263,0.088,0.044,0.586,0.269,0.103,0.042
41,50701,5993639,0.009,0.15,21,6,8,1,employee,retirement,low,online,3,3,2,2,4,0.56,0.488,0.535,moderate,0.575,0.283,0.094,0.047,0.587,0.303,0.076,0.035
45,50706,6003489,0.108,0.245,25,12,1,1,unemployed,wealth_generation,medium,none,2,3,3,4,3,0.58,0.371,0.558,moderate,0.511,0.326,0.109,0.054,0.521,0.334,0.068,0.076
38,50716,6008549,0.073,0.287,22,4,2,1,employee,wealth_generation,low,online,4,5,1,3,3,0.67,0.395,0.586,moderate,0.521,0.319,0.106,0.053,0.547,0.3,0.104,0.048
40,50732,6009544,0.068,0.195,19,4,17,2,retired,retirement,medium,friends,2,3,4,1,1,0.47,0.454,0.477,moderate,0.625,0.25,0.083,0.042,0.585,0.248,0.09,0.077
34,50734,6010310,0.29,0.286,18,14,3,6,employee,income,low,online,5,3,3,2,3,0.67,0.398,0.52,moderate,0.531,0.312,0.104,0.052,0.518,0.34,0.097,0.045
41,50743,6036602,0.129,0.129,18,1,22,4,retired,wealth_generation,medium,online,4,3,3,1,4,0.62,0.507,0.645,moderate,0.625,0.25,0.083,0.042,0.605,0.248,0.104,0.044
35,50756,6041589,0.158,0.028,11,7,10,3,employee,retirement,medium,none,3,2,4,2,4,0.59,0.565,0.543,moderate,0.591,0.273,0.091,0.045,0.6,0.24,0.143,0.017
33,50768,6042751,0.202,0.285,12,7,16,3,self-employed,home_purchase,low,none,4,3,3,2,3,0.62,0.416,0.541,moderate,0.625,0.25,0.083,0.042,0.672,0.251,0.077,0.0
44,50771,6043718,0.036,0.265,20,1,4,0,employee,retirement,low,online,3,5,2,3,3,0.66,0.412,0.575,moderate,0.541,0.306,0.102,0.051,0.637,0.291,0.033,0.039
43,50779,6079511,0.1,0.331,26,1,22,6,retired,education,low,advisor,3,2,4,4,4,0.65,0.39,0.565,moderate,0.625,0.25,0.083,0.042,0.655,0.221,0.025,0.099
48,50788,6087556,0.229,0.315,24,5,2,3,employee,wealth_generation,medium,advisor,2,3,3,2,4,0.55,0.38,0.461,moderate,0.521,0.319,0.106,0.053,0.537,0.313,0.087,0.063
38,50822,6088924,0.239,0.444,19,2,2,3,self-employed,retirement,low,online,3,4,3,5,3,0.71,0.297,0.565,moderate,0.521,0.319,0.106,0.053,0.503,0.312,0.12,0.065
45,50855,6092614,0.128,0.244,27,6,3,6,employee,retirement,medium,books,4,2,3,2,1,0.51,0.421,0.438,moderate,0.531,0.312,0.104,0.052,0.507,0.306,0.124,0.063
46,50857,6094535,0.128,0.011,30,8,4,4,employee,wealth_generation,high,none,3,4,3,3,3,0.65,0.555,0.662,aggressive,0.745,0.153,0.051,0.051,0.783,0.129,0.061,0.027
45,50870,6095163,0.208,0.307,29,9,11,2,retired,wealth_generation,medium,online,5,4,1,2,3,0.64,0.378,0.496,moderate,0.598,0.268,0.089,0.045,0.6,0.247,0.08,0.072
35,50883,6102617,0.112,0.325,12,7,17,6,employee,retirement,medium,books,2,3,2,2,3,0.48,0.409,0.436,moderate,0.625,0.25,0.083,0.042,0.643,0.221,0.069,0.067
43,50889,6104319,0.065,0.267,26,5,8,5,employee,retirement,low,advisor,1,1,4,4,3,0.47,0.421,0.468,moderate,0.575,0.283,0.094,0.047,0.597,0.292,0.071,0.04
44,50897,6104797,0.103,0.33,28,2,16,6,self-employed,retirement,low,books,3,3,5,3,5,0.74,0.39,0.595,moderate,0.625,0.25,0.083,0.042,0.635,0.26,0.089,0.015
42,50930,6116513,0.131,0.195,25,3,17,1,employee,retirement,low,books,5,3,3,3,3,0.7,0.488,0.66,aggressive,0.792,0.125,0.042,0.042,0.77,0.131,0.029,0.07
25,50931,6120338,0.038,0.118,7,6,21,6,retired,wealth_generation,low,online,3,4,2,5,2,0.64,0.511,0.626,moderate,0.625,0.25,0.083,0.042,0.54,0.272,0.138,0.05
43,50936,6121474,0.149,0.32,24,14,5,3,employee,retirement,medium,books,1,3,2,3,3,0.46,0.384,0.444,moderate,0.55,0.3,0.1,0.05,0.531,0.35,0.091,0.027
59,50959,6123187,0.203,0.163,35,3,5,4,self-employed,retirement,low,advisor,3,4,2,3,4,0.64,0.456,0.545,moderate,0.55,0.3,0.1,0.05,0.516,0.309,0.146,0.03
39,50978,6123795,0.156,0.243,17,5,4,2,self-employed,wealth_generation,low,online,2,1,4,2,2,0.43,0.41,0.418,moderate,0.541,0.306,0.102,0.051,0.544,0.309,0.088,0.059
36,51018,6124525,0.048,0.256,16,10,9,1,self-employed,wealth_generation,low,books,3,3,4,2,5,0.67,0.415,0.524,moderate,0.583,0.278,0.093,0.046,0.6,0.287,0.064,0.048
44,51026,6125825,0.141,0.251,24,9,11,1,employee,home_purchase,low,friends,2,3,2,3,3,0.51,0.438,0.456,moderate,0.598,0.268,0.089,0.045,0.606,0.236,0.095,0.063
44,51045,6125900,0.196,0.295,23,17,11,3,employee,wealth_generation,low,books,3,3,4,3,4,0.67,0.413,0.56,moderate,0.598,0.268,0.089,0.045,0.569,0.246,0.094,0.091
51,51046,6126809,0.041,0.035,35,3,7,2,unemployed,retirement,low,online,1,1,3,3,2,0.37,0.494,0.446,moderate,0.567,0.288,0.096,0.048,0.54,0.333,0.086,0.042
31,51110,6131011,0.042,0.6,10,0,14,1,retired,wealth_generation,low,none,3,4,4,3,3,0.69,0.222,0.516,moderate,0.619,0.254,0.085,0.042,0.689,0.2,0.098,0.013
47,51155,6135461,0.128,0.342,26,4,8,6,employee,retirement,medium,books,4,2,2,4,1,0.53,0.378,0.461,moderate,0.575,0.283,0.094,0.047,0.604,0.269,0.076,0.052
46,51159,6139444,0.088,0.232,26,2,9,4,employee,retirement,low,books,2,2,4,2,4,0.54,0.444,0.479,moderate,0.583,0.278,0.093,0.046,0.564,0.256,0.091,0.089
40,51166,6140383,0.272,0.139,16,7,4,3,retired,retirement,high,books,3,5,3,4,3,0.73,0.449,0.641,moderate,0.541,0.306,0.102,0.051,0.492,0.343,0.127,0.037
44,51171,6147212,0.169,0.077,24,13,13,4,self-employed,wealth_generation,low,advisor,3,3,3,3,4,0.63,0.528,0.572,moderate,0.612,0.259,0.086,0.043,0.607,0.262,0.081,0.051
50,51210,6153639,0.11,0.323,26,9,14,4,employee,retirement,high,online,5,3,4,4,1,0.71,0.403,0.608,moderate,0.619,0.254,0.085,0.042,0.567,0.281,0.084,0.069
48,51222,6161419,0.195,0.192,26,2,16,2,employee,retirement,medium,online,3,3,2,1,3,0.5,0.487,0.51,moderate,0.625,0.25,0.083,0.042,0.602,0.305,0.075,0.018
32,51229,6171164,0.128,0.156,14,2,21,4,employee,education,medium,advisor,5,3,3,5,4,0.79,0.522,0.715,aggressive,0.792,0.125,0.042,0.042,0.736,0.131,0.065,0.068
48,51229,6176960,0.07,0.216,24,14,17,4,employee,home_purchase,medium,online,2,2,5,2,2,0.52,0.475,0.476,moderate,0.625,0.25,0.083,0.042,0.619,0.217,0.13,0.034
41,51253,6178919,0.099,0.293,19,6,7,2,employee,retirement,medium,advisor,4,3,3,3,3,0.65,0.404,0.538,moderate,0.567,0.288,0.096,0.048,0.613,0.343,0.044,0.0
42,51256,6180827,0.182,0.323,23,14,7,2,employee,retirement,low,advisor,4,2,3,2,5,0.63,0.387,0.533,moderate,0.567,0.288,0.096,0.048,0.594,0.275,0.083,0.048
42,51265,6186880,0.038,0.313,18,10,22,3,employee,home_purchase,high,advisor,3,5,3,3,4,0.73,0.428,0.6,moderate,0.625,0.25,0.083,0.042,0.63,0.286,0.056,0.028
40,51288,6191348,0.107,0.419,19,20,17,4,employee,retirement,medium,advisor,2,5,3,3,4,0.68,0.352,0.529,moderate,0.625,0.25,0.083,0.042,0.62,0.291,0.065,0.024
51,51336,6193561,0.092,0.152,27,13,17,1,employee,retirement,low,online,3,2,3,1,2,0.46,0.514,0.461,moderate,0.625,0.25,0.083,0.042,0.629,0.241,0.081,0.048
41,51346,6195999,0.09,0.309,22,5,16,4,employee,retirement,low,advisor,3,5,5,4,1,0.75,0.416,0.578,moderate,0.625,0.25,0.083,0.042,0.579,0.245,0.141,0.036
33,51378,6204486,0.19,0.091,16,10,7,2,employee,home_purchase,medium,advisor,3,2,3,4,4,0.61,0.52,0.551,moderate,0.567,0.288,0.096,0.048,0.624,0.241,0.088,0.047
38,51388,6213477,0.227,0.276,14,6,19,4,employee,retirement,low,advisor,4,2,2,5,5,0.68,0.443,0.606,moderate,0.625,0.25,0.083,0.042,0.644,0.266,0.068,0.022
43,51416,6216360,0.198,0.289,24,3,5,6,employee,home_purchase,low,books,3,3,4,4,4,0.7,0.402,0.607,moderate,0.55,0.3,0.1,0.05,0.504,0.319,0.108,0.069
51,51445,6216503,0.182,0.151,34,3,9,5,employee,wealth_generation,high,books,2,4,3,2,2,0.54,0.492,0.53,moderate,0.583,0.278,0.093,0.046,0.606,0.256,0.089,0.048
46,51498,6217988,0.262,0.22,24,5,9,4,employee,education,low,advisor,2,4,2,3,1,0.5,0.452,0.473,moderate,0.583,0.278,0.093,0.046,0.56,0.261,0.106,0.073
35,51504,6224697,0.041,0.396,13,2,12,2,employee,wealth_generation,low,none,4,2,3,3,4,0.63,0.356,0.517,moderate,0.605,0.263,0.088,0.044,0.601,0.242,0.119,0.038
61,51516,6229831,0.081,0.118,41,3,11,4,employee,education,low,books,3,5,3,5,4,0.79,0.517,0.723,aggressive,0.777,0.134,0.045,0.045,0.707,0.132,0.067,0.094
44,51539,6230620,0.136,0.236,24,7,11,4,employee,retirement,low,advisor,3,4,3,3,3,0.65,0.448,0.595,moderate,0.598,0.268,0.089,0.045,0.598,0.277,0.113,0.012
52,51549,6230753,0.128,0.478,29,16,12,5,retired,retirement,low,none,3,5,5,3,4,0.81,0.287,0.522,moderate,0.605,0.263,0.088,0.044,0.597,0.275,0.063,0.066
40,51569,6231209,0.137,0.26,19,8,10,5,employee,retirement,low,books,4,4,4,4,4,0.8,0.431,0.627,moderate,0.591,0.273,0.091,0.045,0.519,0.263,0.123,0.095
46,51585,6231565,0.091,0.346,30,5,7,2,employee,retirement,medium,online,2,3,2,4,3,0.54,0.374,0.458,moderate,0.567,0.288,0.096,0.048,0.557,0.257,0.133,0.054
48,51595,6238864,0.075,0.396,29,3,14,4,employee,wealth_generation,low,friends,4,2,4,3,5,0.7,0.36,0.61,moderate,0.619,0.254,0.085,0.042,0.656,0.283,0.055,0.006
51,51599,6245984,0.155,0.145,35,3,17,2,retired,wealth_generation,medium,books,4,2,2,3,2,0.53,0.484,0.531,moderate,0.625,0.25,0.083,0.042,0.631,0.231,0.098,0.04
50,51634,6247781,0.268,0.151,30,9,11,2,retired,retirement,medium,friends,2,2,2,4,2,0.46,0.463,0.418,moderate,0.598,0.268,0.089,0.045,0.566,0.285,0.085,0.064
48,51681,6249905,0.132,0.361,28,12,14,3,employee,education,low,online,3,2,1,3,3,0.47,0.381,0.455,moderate,0.619,0.254,0.085,0.042,0.611,0.29,0.039,0.06
39,51691,6252994,0.033,0.358,20,5,12,3,self-employed,retirement,medium,friends,2,1,1,3,4,0.4,0.365,0.472,moderate,0.605,0.263,0.088,0.044,0.584,0.277,0.083,0.055
37,51692,6256380,0.195,0.062,13,7,3,4,employee,wealth_generation,low,books,2,2,4,3,3,0.54,0.524,0.558,moderate,0.531,0.312,0.104,0.052,0.586,0.256,0.159,0.0
44,51702,6261416,0.111,0.194,21,9,10,5,employee,income,low,books,3,3,2,3,2,0.53,0.469,0.48,moderate,0.591,0.273,0.091,0.045,0.545,0.279,0.103,0.073
49,51718,6264304,0.101,0.223,31,1,1,4,retired,retirement,low,books,1,2,4,4,3,0.52,0.398,0.516,moderate,0.511,0.326,0.109,0.054,0.512,0.353,0.13,0.005
40,51741,6270332,0.118,0.397,20,5,14,7,retired,retirement,low,none,4,4,3,4,5,0.79,0.335,0.618,moderate,0.619,0.254,0.085,0.042,0.61,0.232,0.135,0.023
50,51754,6270855,0.2,0.231,29,10,11,4,employee,retirement,medium,friends,2,3,5,2,3,0.6,0.451,0.52,moderate,0.598,0.268,0.089,0.045,0.636,0.229,0.086,0.049
53,51759,6272277,0.225,0.471,33,9,4,7,retired,income,medium,online,2,4,2,3,2,0.53,0.276,0.43,moderate,0.541,0.306,0.102,0.051,0.5,0.3,0.118,0.082
34,51762,6276823,0.17,0.659,11,1,12,4,employee,retirement,low,online,2,1,3,3,3,0.45,0.201,0.343,conservative,0.386,0.439,0.132,0.044,0.408,0.438,0.143,0.011
35,51768,6277395,0.118,0.372,15,3,21,3,retired,wealth_generation,medium,advisor,3,3,4,4,3,0.67,0.364,0.527,moderate,0.625,0.25,0.083,0.042,0.662,0.288,0.05,0.0
